Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IDCC,"InterDigital, Inc.",55.45,$1.73B,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",16.92,$988.45M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tile
INAP,Internap Corporation,1.1,$29.28M,1999,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,43.41,$2.83B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/iboc
IMXI,"International Money Express, Inc.",12.05,$457.99M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/imxi
IDXG,"Interpace Biosciences, Inc.",0.4852,$18.53M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",23.8,$750.05M,2014,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/xent
IPLDP,Interstate Power and Light Company,25.545,$204.36M,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ipldp
IVAC,"Intevac, Inc.",6.78,$157.51M,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,48.46,$926.1M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,36.51,$2.02B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itci
XON,Intrexon Corporation,6.03,$980.98M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/xon
IIN,IntriCon Corporation,18.02,$158.2M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/iin
INTU,Intuit Inc.,266.28,$69.31B,1993,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",597.42,$69.05B,2000,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/isrg
PLW,Invesco 1-30 Laddered Treasury ETF,34.56,$174.53M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/plw
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,34.735,$19.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adra
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,22.425,$31.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adrd
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,44.66,$140.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adre
ADRU,Invesco BLDRS Europe Select ADR Index Fund,21.81,$9.81M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adru
BSML,Invesco BulletShares 2021 Municipal Bond ETF,25.07,$10.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsml
BSMM,Invesco BulletShares 2022 Municipal Bond ETF,25.075,$10.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmm
BSMN,Invesco BulletShares 2023 Municipal Bond ETF,25.085,$10.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmn
BSMO,Invesco BulletShares 2024 Municipal Bond ETF,25.065,$10.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmo
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,25.055,$10.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmp
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,24.97,$9.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmq
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,24.9038,$4.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmr
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,24.945,$4.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsms
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,24.825,$4.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bsmt
PKW,Invesco BuyBack Achievers ETF,69.05,$1.4B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pkw
PFM,Invesco Dividend Achievers ETF,30.6454,$323.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pfm
PYZ,Invesco DWA Basic Materials Momentum ETF,62.72,$56.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pyz
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,55.0263,$57.78M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pez
PSL,Invesco DWA Consumer Staples Momentum ETF,74.13,$170.5M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psl
PIZ,Invesco DWA Developed Markets Momentum ETF,28.68,$189.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/piz
PIE,Invesco DWA Emerging Markets Momentum ETF,19.13,$191.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pie
PXI,Invesco DWA Energy Momentum ETF,27.9803,$34.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pxi
PFI,Invesco DWA Financial Momentum ETF,38.4937,$63.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pfi
PTH,Invesco DWA Healthcare Momentum ETF,96.1931,$144.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pth
PRN,Invesco DWA Industrials Momentum ETF,68.4725,$106.13M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prn
PDP,Invesco DWA Momentum ETF,64.26,$1.76B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdp
DWAQ,Invesco DWA NASDAQ Momentum ETF,127.96,$51.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwaq
DWAS,Invesco DWA SmallCap Momentum ETF,57.24,$254.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwas
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.585,$43.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwin
DWTR,Invesco DWA Tactical Sector Rotation ETF,32.8541,$70.64M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwtr
PTF,Invesco DWA Technology Momentum ETF,77.6908,$205.88M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ptf
PUI,Invesco DWA Utilities Momentum ETF,34.05,$182.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pui
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,28.48,$38.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/idlb
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,136.89,$1.98B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prfz
PIO,Invesco Global Water ETF,30.66,$200.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pio
PGJ,Invesco Golden Dragon China ETF,42.01,$193.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pgj
PEY,Invesco High Yield Equity Dividend Achievers ETF,18.8952,$980.66M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pey
IPKW,Invesco International BuyBack Achievers ETF,33.8069,$148.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipkw
PID,Invesco International Dividend Achievers ETF,16.935,$779.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pid
KBWB,Invesco KBW Bank ETF,58.06,$606.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwb
KBWD,Invesco KBW High Dividend Yield Financial ETF,21.9,$333.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwd
KBWY,Invesco KBW Premium Yield Equity REIT ETF,30.8101,$348.15M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwy
KBWP,Invesco KBW Property & Casualty Insurance ETF,70.5832,$105.87M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwp
KBWR,Invesco KBW Regional Banking ETF,54.1346,$70.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwr
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,25.2404,$10.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ldri
PNQI,Invesco Nasdaq Internet ETF,142.4,$562.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnqi
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,16.43,$1.63B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdbc
QQQ,"Invesco QQQ Trust, Series 1",211.81,$86.59B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqq
ISDX,Invesco RAFI Strategic Developed ex-US ETF,26.22,$256.96M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isdx
ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,23.7685,$15.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isds
ISEM,Invesco RAFI Strategic Emerging Markets ETF,26.6451,$27.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isem
IUS,Invesco RAFI Strategic US ETF,27.689,$134.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ius
IUSS,Invesco RAFI Strategic US Small Company ETF,24.88,$27.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iuss
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,34.585,$89.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uslb
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,63.5472,$22.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscd
PSCC,Invesco S&P SmallCap Consumer Staples ETF,79.9759,$51.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscc
PSCE,Invesco S&P SmallCap Energy ETF,7.39,$28.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psce
PSCF,Invesco S&P SmallCap Financials ETF,56.265,$126.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscf
PSCH,Invesco S&P SmallCap Health Care ETF,130.6967,$522.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psch
PSCI,Invesco S&P SmallCap Industrials ETF,72.3504,$57.88M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psci
PSCT,Invesco S&P SmallCap Information Technology ETF,96.48,$347.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psct
PSCM,Invesco S&P SmallCap Materials ETF,47.4728,$14.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscm
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,52.555,$39.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscu
VRIG,Invesco Variable Rate Investment Grade ETF,24.9401,$367.87M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vrig
PHO,Invesco Water Resources ETF,38.62,$1.16B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pho
ISTR,Investar Holding Corporation,24.67,$245.06M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/istr
CMFNL,"Investcorp Credit Management BDC, Inc.",24.8322,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmfnl
ICMB,"Investcorp Credit Management BDC, Inc.",7,$96.17M,2014,n/a,n/a,https://old.nasdaq.com/symbol/icmb
ISBC,"Investors Bancorp, Inc.",12.07,$3.32B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,156.4,$295.39M,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,0.1638,$2.71M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nviv
IONS,"Ionis Pharmaceuticals, Inc.",62.11,$8.74B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",28.86,$3.64B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/iova
IPGP,IPG Photonics Corporation,144.64,$7.68B,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/ipgp
CLRG,IQ Chaikin U.S. Large Cap ETF,27.23,$258.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clrg
CSML,IQ Chaikin U.S. Small Cap ETF,27.46,$183.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/csml
IQ,"iQIYI, Inc.",21.31,$15.49B,2018,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/iq
IRMD,iRadimed Corporation,24.93,$286.31M,2014,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",67.72,$1.79B,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,2.53,$34.87M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,25.315,$3.32B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/irdm
IRBT,iRobot Corporation,51.38,$1.45B,2005,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",13.92,$2.18B,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,14.23,$448.29M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.92,$1.96B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slqd
ISHG,iShares 1-3 Year International Treasury Bond ETF,78.49,$66.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,84.51,$17.62B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,136.45,$17.57B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,125.41,$9.66B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,110.18,$17.89B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,65.42,$1.16B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aia
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,58.15,$4.09B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usig
COMT,iShares Commodities Select Strategy ETF,32.73,$324.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,50.26,$3.48B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,61.64,$18.23B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,67.38,$8.39B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,62.99,$8.6B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,52.005,$4.26B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,29.26,$160.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.365,$158.53M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susb
ESGD,iShares ESG MSCI EAFE ETF,68.56,$1.44B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgd
ESGE,iShares ESG MSCI EM ETF,35.74,$836.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esge
ESGU,iShares ESG MSCI USA ETF,71.2083,$1.45B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgu
SUSL,iShares ESG MSCI USA Leaders ETF,55.5877,$1.94B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susl
SUSC,iShares ESG USD Corporate Bond ETF,26.375,$81.76M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,42.82,$3.15B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,27.045,$155.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,40.646,$28.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.64,$367.54M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifgl
BGRN,iShares Global Green Bond ETF,53.7601,$40.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bgrn
IGF,iShares Global Infrastructure ETF,47.78,$3.47B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.055,$195.21M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,52.1876,$28.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyxe
IGIB,iShares Intermediate-Term Corporate Bond ETF,57.82,$9.5B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igib
IGOV,iShares International Treasury Bond ETF,49.76,$855.87M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,114.07,$15.46B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,107.85,$20.59B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mbb
JKI,iShares Morningstar Mid-Cap ETF,168.06,$495.78M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,48.97,$4.24B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,79.05,$11.21B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,73.03,$4.1B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,20.65,$163.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,63.58,$4.49B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,61.64,$10.9B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scz
EEMA,iShares MSCI Emerging Markets Asia ETF,70.41,$471.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,51.0047,$30.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.31,$805.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,54.97,$145.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ieus
RING,iShares MSCI Global Gold Miners ETF,22.8,$279.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ring
SDG,iShares MSCI Global Impact ETF,65.086,$74.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sdg
EWJE,iShares MSCI Japan Equal Weighted ETF,36.1426,$7.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewje
EWJV,iShares MSCI Japan Value ETF,26.118,$7.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewjv
ENZL,iShares MSCI New Zealand ETF,57.3,$183.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar ETF,17.92,$71.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,26.64,$367.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE ETF,13.37,$60.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,122.92,$7.68B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,252.12,$2.41B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soxx
PFF,iShares Preferred and Income Securities ETF,37.5,$16.79B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pff
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,30.4365,$4.57M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,31.051,$24.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,11.71,$413.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,66.91,$277.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,38.85,$794.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,193.9,$5.52B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,105.57,$18.88B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.39,$20.47B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shv
IGSB,iShares Short-Term Corporate Bond ETF,53.49,$13.15B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igsb
ITMR,Itamar Medical Ltd.,11.46,$128.08M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/itmr
ITI,"Iteris, Inc.",4.97,$201.66M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/iti
ITRM,Iterum Therapeutics plc,2.54,$37.77M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itrm
ITRI,"Itron, Inc.",83.66,$3.31B,1993,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,25.04,$526.87M,2005,Technology,Electronic Components,https://old.nasdaq.com/symbol/itrn
ISEE,"IVERIC bio, Inc.",7.94,$330.56M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/isee
IZEA,"IZEA Worldwide, Inc.",0.23,$7.95M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,186.31,$3.52B,1986,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",30.7542,$61.99M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",116.39,$12.4B,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",94.03,$4.58B,1999,Technology,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",146.32,$11.26B,1985,Technology,EDP Services,https://old.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,77.91,$1.84B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",0.64,$8.69M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",0.99,$34.86M,1996,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",42.08,$1.28B,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/jrvr
JAN,JanOne Inc.,2.74,$5.25M,n/a,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/jan
JSML,Janus Henderson Small Cap Growth Alpha ETF,47.07,$44.81M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,48.3,$106.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",0.32,$9.09M,2013,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/jasn
JAZZ,Jazz Pharmaceuticals plc,153.16,$8.66B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",36.26,$52.95B,2014,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/jd
JRSH,"Jerash Holdings (US), Inc.",6.01,$68.06M,2018,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jrsh
JBLU,JetBlue Airways Corporation,19.2,$5.41B,2002,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/jblu
JCTCF,Jewett-Cameron Trading Company,8,$31.77M,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/jctcf
